VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2020-04-01 00:19:19,2020-04-01 00:32:10,1,3.04,1,N,263,42,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5
2,2020-04-01 00:49:06,2020-04-01 00:51:40,1,.57,1,N,41,43,2,4,0.5,0.5,0,0,0.3,5.3,0
1,2020-04-01 00:06:47,2020-04-01 00:09:46,1,.90,1,N,186,48,2,4.5,3,0.5,0,0,0.3,8.3,2.5
1,2020-04-01 00:40:34,2020-04-01 00:47:42,1,2.10,1,N,186,237,2,8.5,3,0.5,0,0,0.3,12.3,2.5
2,2020-04-01 00:13:18,2020-04-01 00:48:41,1,12.76,1,N,186,134,2,38.5,0.5,0.5,0,0,0.3,42.3,2.5
2,2020-04-01 00:00:36,2020-04-01 00:03:32,3,.51,1,N,263,75,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,2020-04-01 00:08:36,2020-04-01 00:21:35,5,6.66,1,N,75,213,2,19.5,0.5,0.5,0,0,0.3,20.8,0
2,2020-04-01 00:14:37,2020-04-01 00:26:04,5,2.14,1,N,238,42,2,10.5,0.5,0.5,0,0,0.3,11.8,0
2,2020-04-01 00:40:02,2020-04-01 00:44:48,5,1.48,1,N,236,43,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,2020-04-01 01:00:32,2020-04-01 01:05:43,1,1.13,1,N,170,186,1,6,0.5,0.5,0.78,0,0.3,12.53,2.5
2,2020-04-01 00:24:17,2020-04-01 00:32:38,1,2.08,1,N,151,142,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,2020-04-01 00:33:01,2020-04-01 00:50:55,5,8.93,1,N,236,13,1,27,0.5,0.5,5,0,0.3,35.8,2.5
1,2020-04-01 01:33:41,2020-04-01 01:52:48,1,2.90,1,N,74,244,2,13,0.5,0.5,0,0,0.3,14.3,0
1,2020-04-01 01:12:52,2020-04-01 01:18:06,1,.90,1,N,264,264,1,5.5,0.5,0.5,1.35,0,0.3,8.15,0
1,2020-04-01 01:38:58,2020-04-01 01:47:11,1,2.40,1,N,264,264,1,9,0.5,0.5,1.5,0,0.3,11.8,0
2,2020-04-01 01:03:08,2020-04-01 01:07:30,1,.63,1,N,238,151,2,5,0.5,0.5,0,0,0.3,6.3,0
1,2020-04-01 01:09:12,2020-04-01 01:17:28,0,1.50,1,N,161,137,3,8,3,0.5,0,0,0.3,11.8,2.5
2,2020-04-01 01:53:02,2020-04-01 02:04:32,1,2.50,1,N,137,211,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5
1,2020-04-01 01:42:58,2020-04-01 01:47:50,1,1.60,1,N,164,162,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5
2,2020-04-01 01:26:38,2020-04-01 01:33:30,1,1.60,1,N,48,48,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,2020-04-01 01:38:38,2020-04-01 01:55:25,1,6.70,1,N,48,167,2,20.5,0.5,0.5,0,0,0.3,24.3,2.5
1,2020-04-01 01:28:00,2020-04-01 01:33:04,1,1.00,1,N,238,236,2,6,0.5,0.5,0,0,0.3,7.3,0
2,2020-04-01 01:51:09,2020-04-01 01:55:36,1,1.21,1,N,145,226,1,6,0.5,0.5,4,0,0.3,11.3,0
1,2020-04-01 01:34:21,2020-04-01 01:40:22,1,1.20,1,N,163,143,1,6.5,3,0.5,1.5,0,0.3,11.8,2.5
2,2020-04-01 01:34:19,2020-04-01 01:58:28,1,8.41,1,N,140,37,2,26.5,0.5,0.5,0,0,0.3,30.3,2.5
1,2020-04-01 01:48:40,2020-04-01 01:51:25,1,.60,1,N,179,179,2,4,0.5,0.5,0,0,0.3,5.3,0
2,2020-04-01 01:01:36,2020-04-01 01:12:53,1,3.75,1,N,42,247,2,13.5,0.5,0.5,0,0,0.3,14.8,0
2,2020-04-01 01:07:57,2020-04-01 01:42:52,1,16.81,1,N,249,174,2,46.5,0.5,0.5,0,0,0.3,50.3,2.5
2,2020-04-01 01:18:35,2020-04-01 01:23:18,6,.62,1,N,42,42,2,4,0.5,0.5,0,0,0.3,5.3,0
2,2020-04-01 01:31:48,2020-04-01 01:36:17,4,.97,1,N,74,42,2,5.5,0.5,0.5,0,0,0.3,6.8,0
2,2020-04-01 01:10:51,2020-04-01 01:32:39,1,5.45,1,N,186,65,2,20,0.5,0.5,0,0,0.3,23.8,2.5
2,2020-04-01 01:30:45,2020-04-01 01:45:00,1,7.49,1,N,238,47,1,22,0.5,0.5,0,0,0.3,25.8,2.5
1,2020-04-01 01:30:16,2020-04-01 01:33:04,1,.60,1,N,48,163,1,4.5,3,0.5,1.65,0,0.3,9.95,2.5
2,2020-04-01 01:59:26,2020-04-01 02:04:32,1,.73,1,N,230,50,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2020-04-01 01:06:21,2020-04-01 01:09:05,1,.72,1,N,137,137,1,4.5,0.5,0.5,2,0,0.3,10.3,2.5
2,2020-04-01 01:16:34,2020-04-01 01:23:20,1,1.85,1,N,137,100,4,-8,-0.5,-0.5,2.36,0,-0.3,-9.44,-2.5
2,2020-04-01 01:16:34,2020-04-01 01:23:20,1,1.85,1,N,137,48,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,2020-04-01 01:37:12,2020-04-01 02:03:08,2,12.17,1,N,237,14,1,35,0.5,0.5,5.82,0,0.3,46.57,2.5
1,2020-04-01 01:02:35,2020-04-01 01:05:50,1,.50,1,N,140,141,1,4.5,3,0.5,1.25,0,0.3,9.55,2.5
2,2020-04-01 01:21:29,2020-04-01 01:23:20,5,.71,1,N,244,116,2,4,0.5,0.5,0,0,0.3,5.3,0
2,2020-04-01 01:48:44,2020-04-01 01:58:06,5,2.80,1,N,41,42,2,11,0.5,0.5,0,0,0.3,12.3,0
2,2020-04-01 01:01:09,2020-04-01 01:04:39,1,.69,1,N,48,48,1,4.5,0.5,0.5,1.66,0,0.3,11.91,2.5
2,2020-04-01 01:06:02,2020-04-01 01:08:34,1,1.02,1,N,230,186,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2020-04-01 01:15:10,2020-04-01 01:21:46,1,1.66,1,N,249,45,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
1,2020-04-01 01:44:09,2020-04-01 01:48:59,3,.70,1,N,74,75,2,5.5,0.5,0.5,0,0,0.3,6.8,0
1,2020-04-01 01:55:57,2020-04-01 01:58:16,1,.90,1,N,75,74,2,4.5,0.5,0.5,0,0,0.3,5.8,0
1,2020-04-01 01:19:22,2020-04-01 01:33:20,1,5.20,1,N,142,4,1,17.5,3,0.5,5.3,0,0.3,26.6,2.5
2,2020-04-01 01:06:37,2020-04-01 01:16:18,1,2.18,1,N,142,68,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,2020-04-01 01:47:28,2020-04-01 01:50:08,1,.99,1,N,74,263,2,5,0.5,0.5,0,0,0.3,6.3,0
1,2020-04-01 01:19:52,2020-04-01 01:22:51,1,.60,1,N,41,74,2,4.5,0.5,0.5,0,0,0.3,5.8,0
1,2020-04-01 01:54:46,2020-04-01 02:05:21,1,2.30,1,N,42,167,2,11,0.5,0.5,0,0,0.3,12.3,0
2,2020-04-01 01:51:36,2020-04-01 01:57:59,1,1.88,1,N,152,244,2,7.5,0.5,0.5,0,0,0.3,8.8,0
1,2020-04-01 01:02:21,2020-04-01 01:09:59,1,3.00,1,N,74,162,2,10,3,0.5,0,0,0.3,13.8,2.5
2,2020-04-01 01:13:19,2020-04-01 01:32:03,1,7.01,1,N,170,198,2,22.5,0.5,0.5,0,6.12,0.3,32.42,2.5
2,2020-04-01 01:05:08,2020-04-01 01:16:21,1,2.78,1,N,162,238,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,2020-04-01 00:59:19,2020-04-01 01:09:30,1,2.69,1,N,68,79,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5
2,2020-04-01 01:31:14,2020-04-01 01:35:00,1,1.03,1,N,186,50,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
1,2020-04-01 01:34:01,2020-04-01 01:37:20,1,.20,1,N,140,140,1,4,3,0.5,1.55,0,0.3,9.35,2.5
1,2020-04-01 01:28:28,2020-04-01 01:43:37,1,5.30,1,N,68,74,1,17,3,0.5,0,0,0.3,20.8,2.5
1,2020-04-01 01:46:39,2020-04-01 01:51:33,1,.90,1,N,74,42,2,5.5,0.5,0.5,0,0,0.3,6.8,0
2,2020-04-01 01:34:31,2020-04-01 01:46:14,1,2.67,1,N,137,48,1,11,0.5,0.5,3.7,0,0.3,18.5,2.5
1,2020-04-01 01:35:07,2020-04-01 01:46:27,1,2.30,1,N,48,107,2,10.5,3,0.5,0,0,0.3,14.3,2.5
1,2020-04-01 01:06:40,2020-04-01 01:17:58,0,2.70,1,N,75,159,2,10.5,0.5,0.5,0,0,0.3,11.8,0
1,2020-04-01 01:08:41,2020-04-01 01:17:00,1,2.00,1,N,238,152,2,9,0.5,0.5,0,0,0.3,10.3,0
1,2020-04-01 01:30:18,2020-04-01 01:37:25,1,1.70,1,N,238,75,2,7.5,0.5,0.5,0,0,0.3,8.8,0
2,2020-04-01 01:36:08,2020-04-01 01:50:22,1,4.05,1,N,140,226,2,14.5,0.5,0.5,0,0,0.3,18.3,2.5
1,2020-04-01 01:04:07,2020-04-01 01:22:18,1,7.40,1,N,237,95,1,23.5,3,0.5,5.45,0,0.3,32.75,2.5
2,2020-04-01 01:08:03,2020-04-01 01:16:02,1,2.38,1,N,151,143,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,2020-04-01 01:26:23,2020-04-01 01:29:00,1,.48,1,N,238,238,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,2020-04-01 01:01:10,2020-04-01 01:14:34,4,3.70,1,N,249,256,2,14,0.5,0.5,0,0,0.3,17.8,2.5
2,2020-03-07 12:35:20,2020-03-07 12:44:12,1,.97,1,N,79,113,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,2020-03-07 13:06:13,2020-03-07 13:20:50,1,3.02,1,N,107,236,1,12.5,0.5,0.5,2.5,0,0.3,18.8,2.5
1,2020-04-01 02:17:15,2020-04-01 02:29:25,1,3.10,1,N,75,159,2,12,0.5,0.5,0,0,0.3,13.3,0
1,2020-04-01 02:32:53,2020-04-01 02:39:57,1,1.70,1,N,168,47,2,7.5,0.5,0.5,0,0,0.3,8.8,0
1,2020-04-01 02:04:12,2020-04-01 02:08:55,1,1.10,1,N,264,264,1,6,0.5,0.5,0,0,0.3,7.3,0
2,2020-04-01 02:30:40,2020-04-01 02:40:03,1,4.05,1,N,238,48,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5
1,2020-04-01 02:13:27,2020-04-01 02:16:30,1,1.50,1,N,137,79,2,6,3,0.5,0,0,0.3,9.8,2.5
2,2020-04-01 02:24:55,2020-04-01 02:35:11,3,4.85,1,N,107,112,1,15,0.5,0.5,4.7,0,0.3,23.5,2.5
2,2020-04-01 02:25:38,2020-04-01 02:26:05,1,.08,1,N,170,170,4,-2.5,-0.5,-0.5,0,0,-0.3,-6.3,-2.5
2,2020-04-01 02:25:38,2020-04-01 02:26:05,1,.08,1,N,170,170,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5
1,2020-04-01 02:28:12,2020-04-01 02:39:49,1,3.50,1,N,249,66,3,13,3,0.5,0,0,0.3,16.8,2.5
2,2020-04-01 02:14:45,2020-04-01 02:22:02,1,1.97,1,N,48,249,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,2020-04-01 02:35:38,2020-04-01 02:43:58,1,5.90,5,N,74,138,1,20,0,0,0,0,0.3,20.3,0
2,2020-04-01 02:06:55,2020-04-01 02:17:27,1,2.72,1,N,79,88,2,10,0.5,0.5,0,0,0.3,13.8,2.5
2,2020-04-01 02:29:54,2020-04-01 02:33:27,1,1.52,1,N,90,48,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,2020-04-01 02:39:47,2020-04-01 02:45:27,1,1.94,1,N,230,238,2,-8,-0.5,-0.5,0,0,-0.3,-11.8,-2.5
2,2020-04-01 02:39:47,2020-04-01 02:45:27,1,1.94,1,N,230,238,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,2020-04-01 02:16:51,2020-04-01 02:25:48,1,2.01,1,N,116,41,2,9.5,0.5,0.5,0,0,0.3,10.8,0
1,2020-04-01 02:06:25,2020-04-01 02:10:26,1,1.70,1,N,74,75,2,7,0.5,0.5,0,0,0.3,8.3,0
1,2020-04-01 02:14:04,2020-04-01 02:24:08,2,3.10,1,N,159,78,2,11,0.5,0.5,0,0,0.3,12.3,0
1,2020-04-01 02:25:33,2020-04-01 02:32:30,1,2.30,1,N,78,32,2,9,0.5,0.5,0,0,0.3,10.3,0
2,2020-04-01 02:06:56,2020-04-01 02:08:18,1,.45,1,N,238,239,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
1,2020-04-01 02:11:34,2020-04-01 02:13:47,1,.30,1,N,238,151,2,4,0.5,0.5,0,0,0.3,5.3,0
2,2020-04-01 02:02:02,2020-04-01 02:34:40,1,16.39,1,N,132,80,1,46.5,0.5,0.5,0,0,0.3,47.8,0
2,2020-04-01 01:56:16,2020-04-01 02:00:57,1,.93,1,N,162,48,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
1,2020-04-01 02:03:18,2020-04-01 02:04:13,0,.30,1,N,164,170,2,3,3,0.5,0,0,0.3,6.8,2.5
1,2020-04-01 02:05:09,2020-04-01 02:11:55,0,1.10,1,N,170,186,1,7,3,0.5,2.15,0,0.3,12.95,2.5
1,2020-04-01 02:54:27,2020-04-01 03:02:58,1,1.20,1,N,186,107,2,8,3,0.5,0,0,0.3,11.8,2.5
2,2020-04-01 02:46:56,2020-04-01 02:55:44,2,3.31,1,N,74,42,1,11.5,0.5,0.5,2.56,0,0.3,17.31,0
2,2020-04-01 02:29:53,2020-04-01 02:33:59,1,1.40,1,N,107,164,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,2020-04-01 02:40:34,2020-04-01 02:45:26,2,1.31,1,N,68,68,1,6,0.5,0.5,0,0,0.3,9.8,2.5
1,2020-04-01 02:05:21,2020-04-01 02:24:03,1,5.20,1,N,238,164,1,19,3,0.5,4.55,0,0.3,27.35,2.5
2,2020-02-02 21:48:34,2020-02-02 22:27:44,1,11.28,1,N,186,17,1,37,0.5,0.5,8.16,0,0.3,48.96,2.5
2,2020-04-01 02:24:38,2020-04-01 02:29:42,1,1.13,1,N,237,230,1,6,0.5,0.5,2.2,0,0.3,12,2.5
2,2020-04-01 02:35:36,2020-04-01 02:43:27,1,2.81,1,N,142,166,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,2020-03-07 13:40:17,2020-03-07 13:41:04,1,.02,1,N,264,264,2,2.5,0.5,0.5,0,0,0.3,3.8,0
2,2020-03-07 13:41:34,2020-03-07 13:57:01,1,1.66,1,N,236,163,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
2,2020-03-07 14:03:21,2020-03-07 14:03:25,1,.00,1,N,161,161,2,2.5,0.5,0.5,0,0,0.3,3.8,0
2,2020-03-07 14:11:24,2020-03-07 14:26:39,1,2.09,1,N,230,239,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
1,2020-04-01 03:46:54,2020-04-01 03:51:51,1,1.10,1,N,236,238,2,6,3,0.5,0,0,0.3,9.8,2.5
2,2020-04-01 03:37:40,2020-04-01 04:31:24,1,20.63,4,N,142,169,2,85,0.5,0.5,0,0,0.3,88.8,2.5
2,2020-04-01 03:13:20,2020-04-01 03:18:08,1,1.51,1,N,48,90,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,2020-04-01 03:07:10,2020-04-01 03:33:33,1,10.51,1,N,100,127,1,31.5,0.5,0.5,0,0,0.3,35.3,2.5
2,2020-04-01 03:40:34,2020-04-01 04:37:19,1,25.33,1,N,127,188,1,72,0.5,0.5,0,6.12,0.3,79.42,0
2,2020-04-01 03:33:22,2020-04-01 03:50:37,3,8.01,1,N,48,138,1,24,0.5,0.5,5.56,0,0.3,33.36,2.5
2,2020-04-01 03:33:38,2020-04-01 03:37:59,2,1.05,1,N,140,262,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,2020-04-01 03:13:53,2020-04-01 03:29:20,1,3.71,1,N,186,238,2,14,0.5,0.5,0,0,0.3,17.8,2.5
2,2020-04-01 03:48:35,2020-04-01 03:58:45,1,7.96,1,N,262,65,1,22.5,0.5,0.5,7.71,0,0.3,34.01,2.5
2,2020-04-01 03:25:57,2020-04-01 03:37:30,1,4.80,1,N,74,100,2,15,0.5,0.5,0,0,0.3,18.8,2.5
2,2020-04-01 03:23:06,2020-04-01 03:51:00,2,8.66,1,N,48,188,2,28.5,0.5,0.5,0,0,0.3,32.3,2.5
2,2020-04-01 03:04:46,2020-04-01 03:11:15,1,1.55,1,N,100,143,2,7,0.5,0.5,0,0,0.3,10.8,2.5
1,2020-04-01 03:27:59,2020-04-01 03:43:30,1,2.80,1,N,140,238,1,13,3,0.5,5,0,0.3,21.8,2.5
2,2020-04-01 03:31:58,2020-04-01 03:38:40,5,1.50,1,N,238,24,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,2020-04-01 03:16:17,2020-04-01 03:23:44,1,1.74,1,N,48,234,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,2020-04-01 03:30:44,2020-04-01 03:44:23,1,4.67,1,N,48,226,2,15.5,0.5,0.5,0,0,0.3,19.3,2.5
1,2020-04-01 03:07:37,2020-04-01 03:24:31,1,6.10,1,N,41,48,1,20.5,3,0.5,0,0,0.3,24.3,2.5
1,2020-04-01 03:45:10,2020-04-01 03:53:15,1,3.30,1,N,79,141,2,10.5,3,0.5,0,0,0.3,14.3,2.5
2,2020-04-01 03:53:57,2020-04-01 04:02:57,4,2.89,1,N,238,230,1,10.5,0.5,0.5,2.86,0,0.3,19.11,2.5
1,2020-04-01 03:25:48,2020-04-01 03:34:06,0,2.70,1,N,141,74,2,10,3,0.5,0,0,0.3,13.8,2.5
1,2020-04-01 03:22:19,2020-04-01 03:28:32,1,1.40,1,N,186,48,2,7,3,0.5,0,0,0.3,10.8,2.5
1,2020-04-01 03:40:53,2020-04-01 03:45:57,1,1.30,1,N,186,249,2,6.5,3,0.5,0,0,0.3,10.3,2.5
2,2020-04-01 03:42:08,2020-04-01 03:42:53,1,.14,1,N,91,39,1,2.5,0.5,0.5,0,0,0.3,5.75,0
2,2020-04-01 03:03:49,2020-04-01 03:10:35,2,1.85,1,N,48,90,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
1,2020-04-01 03:50:34,2020-04-01 03:58:41,1,3.80,1,N,238,244,2,12.5,0.5,0.5,0,0,0.3,13.8,0
2,2020-02-02 22:45:15,2020-02-02 23:03:23,1,4.13,1,N,65,90,1,16,0.5,0.5,3.96,0,0.3,23.76,2.5
2,2020-02-02 23:04:57,2020-02-02 23:18:23,1,2.07,1,N,90,79,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,2020-04-01 03:46:43,2020-04-01 03:55:23,1,1.75,1,N,140,263,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
1,2020-04-01 03:13:17,2020-04-01 03:17:07,1,1.00,1,N,186,50,2,5.5,3,0.5,0,0,0.3,9.3,2.5
2,2020-04-01 03:25:46,2020-04-01 03:40:45,1,8.60,1,N,43,138,2,24.5,0.5,0.5,0,6.12,0.3,31.92,0
2,2020-03-07 14:29:23,2020-03-07 14:44:28,1,2.10,1,N,239,230,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,2020-03-07 14:46:16,2020-03-07 14:54:07,1,.85,1,N,230,230,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
1,2020-04-01 04:07:58,2020-04-01 04:22:49,1,3.70,1,N,145,129,2,14.5,0.5,0.5,0,0,0.3,15.8,0
1,2020-04-01 04:28:51,2020-04-01 04:42:48,1,3.70,1,N,129,146,2,14,0.5,0.5,0,0,0.3,15.3,0
1,2020-04-01 04:57:49,2020-04-01 05:04:35,1,1.90,1,N,264,264,2,7.5,0.5,0.5,0,0,0.3,8.8,0
2,2020-04-01 04:00:00,2020-04-01 04:05:47,1,1.86,1,N,152,244,2,7.5,0.5,0.5,0,0,0.3,8.8,0
1,2020-04-01 04:20:34,2020-04-01 04:34:29,1,.00,1,N,215,98,1,19.2,0,0.5,0,0,0.3,20,0
1,2020-04-01 04:43:35,2020-04-01 04:54:10,1,.00,1,N,73,121,1,14.2,0,0.5,0,0,0.3,15,0
2,2020-04-01 05:29:51,2020-04-01 05:30:20,1,.13,1,N,140,140,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5
2,2020-04-01 05:48:25,2020-04-01 05:51:22,1,.46,1,N,237,140,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,2020-04-01 04:30:23,2020-04-01 04:41:50,1,2.20,1,N,143,140,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,2020-04-01 04:44:22,2020-04-01 04:49:19,1,1.05,1,N,140,162,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,2020-04-01 04:28:27,2020-04-01 04:32:45,1,.97,1,N,166,41,2,5.5,0.5,0.5,0,0,0.3,6.8,0
2,2020-04-01 04:44:20,2020-04-01 04:56:39,1,4.33,1,N,238,168,1,14,0.5,0.5,1,0,0.3,18.8,2.5
2,2020-04-01 04:06:17,2020-04-01 04:22:42,1,8.27,1,N,100,244,1,25.5,0.5,0.5,5.86,0,0.3,35.16,2.5
2,2020-04-01 04:47:08,2020-04-01 05:00:48,1,2.50,1,N,151,74,1,12.5,0.5,0.5,3.45,0,0.3,17.25,0
2,2020-04-01 04:11:32,2020-04-01 04:15:42,5,.86,1,N,229,237,1,5,0.5,0.5,2.2,0,0.3,11,2.5
2,2020-04-01 04:25:49,2020-04-01 04:36:41,5,2.85,1,N,236,170,1,11,0.5,0.5,0.74,0,0.3,17.49,2.5
2,2020-04-01 04:45:58,2020-04-01 04:52:58,5,1.82,1,N,140,162,1,8,0.5,0.5,2.36,0,0.3,16.11,2.5
2,2020-04-01 04:06:34,2020-04-01 04:10:30,1,.85,1,N,249,158,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,2020-04-01 04:19:25,2020-04-01 04:24:09,1,1.44,1,N,90,230,1,6.5,0.5,0.5,2.06,0,0.3,14.31,2.5
1,2020-04-01 04:50:43,2020-04-01 04:55:35,2,.80,1,N,264,68,2,5.5,3,0.5,0,0,0.3,9.3,2.5
2,2020-04-01 04:51:12,2020-04-01 04:59:26,1,.99,1,N,100,162,3,-6.5,-0.5,-0.5,0,0,-0.3,-10.3,-2.5
2,2020-04-01 04:51:12,2020-04-01 04:57:39,1,.99,1,N,100,162,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,2020-04-01 04:46:52,2020-04-01 04:56:45,5,2.93,1,N,41,244,2,10.5,0.5,0.5,0,0,0.3,11.8,0
2,2020-04-01 04:13:31,2020-04-01 04:20:18,1,2.61,1,N,90,261,2,9,0.5,0.5,0,0,0.3,12.8,2.5
